news_id,category,subcategory,title,abstract
N29475,finance,markets,US states with shocking debts bigger than some countries,"With many state and local agencies unable to fully fund their pensions and healthcare benefits, some states' debt is mounting beyond that of some nations. According to the OECD's most recent debt-to-GDP rankings, Estonia had the lowest debt of any OECD country at 13% of GDP, or a total of $2.5 billion. As you'll see, each state on this list has far more debt than Estonia, and for some states, more than several other countries too. Read on to find out which states are heavily in the red and how much they owe, according to the Census Bureau's most recent figures."
N55453,sports,football_nfl,"Cowboys' defense better than expected in first half, could it last?","Through the first eight games of the season the Dallas Cowboys have featured one of the best offenses in the NFL. Kellen Moore's offense fits quarterback Dak Prescott like a glove and they currently rank first in yards per play at 6.7 and are No. 5 in points per game with 28.4. By comparison the Cowboys' defense has been overlooked due to the achievements of the offense. In actuality, the defense has performed at a good level and when taking..."
N54006,travel,traveltripideas,"This Dallas Garden Features 90,000 Pumpkins Each Fall",Everything's bigger in Texas.
N31628,news,newspolitics,Energy Chief Rick Perry Asked To Testify In Impeachment Inquiry,Former Texas Governor Rick Perry is the first member of President Donald Trump's Cabinet asked to appear before the House.
N21269,foodanddrink,newstrends,Shake Shack Will Indundate Downtown San Francisco With Burgers and Crinkle-Cut Fries,It's going to be at the mall
N24377,foodanddrink,newstrends,Homeless Served Rotten Chicken At BK Shelter To File $2M Lawsuits,"Four Fort Greene shelter residents that ended up in the hospital after the city served expired chicken salad will sue, attorneys said."
N25422,sports,basketball_ncaa,Big East contender Xavier will redshirt freshman forward Miles,Dieonte Miles will spend his freshman season at Xavier as a redshirt and retain four seasons of eligibility starting in 2020-21.
N49234,sports,racing,National Anthem singer found his voice after five bouts with cancer,"AVONDALE, Ariz.   When cancer struck Edward Schrank for the fifth time, the 15-year U.S. Marine Corps veteran was told he would lose his jaw, his voice and, in all probability, his life. Schrank sought a second opinion from another hospital and got a different prognosis and outcome. And on Saturday at ISM Raceway, he […]"
N35379,foodanddrink,newstrends,Ballard's Wizard Pub and Wand Shop Opens Soon,The Splintered Wand will serve cocktails below a magic wand store
N17895,news,newspolitics,License hearing for St. Louis Planned Parenthood set for Monday,"ST. LOUIS (KMOV.com) -- A hearing on whether Missouri's only abortion clinic should have its license renewed is set for Monday in front of the state's Administrative Hearing Commission. The commission is concerned that the hearing could be disrupted and has asked police to provide day-long security. The state health department has refused to renew the St. Louis Planned Parenthood affiliate's license. In turn, Planned Parenthood sued the Missouri..."
N33381,news,newsus,Officials warn of 'strong possibility' for further collapse in New Orleans,Superintendent Tim McConnell of the New Orleans Fire Department updated reporters on the current search for two missing persons and the threat of further damage from a hotel construction site's collapse.
N4926,sports,basketball_ncaa,Gophers freshman guard Scalia starts career on right foot,"With time winding down in the Gophers' season-opening loss to Missouri State on Tuesday Sara Scalia got the ball, drove to the basket, got a little contact, and scored. It was her first college basket. The first, it would appear, of many. OK, so this is not an outlandish prediction. Scalia is a former Stillwater High School star who started playing as an eighth-grader and led the Ponies to the ..."
N18433,foodanddrink,foodnews,These Women Chefs Are Turning the Male-Dominated French Culinary Scene On Its Head,Paris is the birthplace of haute cuisine but also of a culinary culture that has largely kept women out of the spotlight. Until now.
N43375,video,news,Son of WWII veteran recognized by Trump for saving Jews at POW camp tells his story,The heroism of Master Sgt. Roddie Edmonds during World War II is retold by President Trump on Veterans Day. Edmonds' son Christopher reacts on 'Fox & Friends.'
N55152,news,newsus,Weather forecast in Irvine,What's the weather today? What's the weather for the week? Here's your forecast.
N17126,foodanddrink,newstrends,"Phoenix Brewing holiday event, Heinen's 90th anniversary beer, more - beer calendar","CLEVELAND, Ohio   A couple of releases are set at Phoenix Brewing, which has its winter coat drive coming up, Heinen's and Market Garden Brewery have collaborated to mark the store's 90th anniversary, and many other beer-centric events are found in our calendar, which is updated each week. Deadline to send info on events is Thursday; email me. Most dinners do not include tax and tip. Always ..."
N14089,news,newsus,Local Air Force officer welcomed home in surprise ceremony at Blue Valley West High,"OVERLAND PARK, Kan. -- A special salute at a metro high school helped reunite an active service member with his loved ones. She couldn't believe her eyes. Neither could students at Blue Valley West High School, where a special Veterans Day ceremony gathered the entire student body, one day after the official day of observance. It had been seven months since West freshman Shelby Cain had seen ..."
N46651,tv,tv-celebrity,'Jersey Shore' Star Angelina Pivarnick Celebrates Bridal Shower With Deena Cortese Amid JWoww Drama,See snaps from the reality TV star's get-together.
N11084,foodanddrink,newstrends,You Can Finally Eat Food From Breaking Bad's 'Los Pollos Hermanos' Thanks To Virtual Reality And Uber Eats,The menu sounds amazing.
N58079,sports,football_nfl,"Eagles Injury Report: DeSean Jackson Out Again, Jason Peters To Miss Cowboys Game","Jackson hasn't played since Week 2 and with Peters out, rookie Andre Dillard will make his first career start in Dallas."
N15807,sports,football_nfl,5 teams that should seriously consider signing Kaepernick,An upcoming workout could finally provide Colin Kaepernick with a path back into the NFL.
N18824,news,newsworld,Berlin bans actors from impersonating US soldiers at iconic Cold War crossing,"Authorities in Berlin have banned a group of actors from wearing U.S. Army uniforms at Checkpoint Charlie, the famous Cold War-era crossing that divided the city and was heavily guarded by Soviet and American troops."
N6688,health,health-news,A baby woke up from a coma and smiled at his dad. Now his family is raising money to save his life,"As 14-week-old baby Michael began to wake up from a five-day coma, he recognized his dad and smiled in the precious way that only babies can."
N39933,news,newspolitics,Beto O'Rourke speaks after dropping out of presidential race,The former Texas congressman announced Friday he is dropping out of the 2020 president race.
N27834,lifestyle,lifestylebuzz,How Did Three Inspections Miss Exposed Wiring That Led To High Point House Fire?,"A High Point Family was told it was safe to move into their new home, after an inspection by the Housing Authority. The house caught fire a few days later. High Point Firefighters blamed faulty wiring. The question is - who is responsible for making sure the home is safe to live in? This home was inspected three times. Once by a private inspector when it was bought by its current owner, and twice by the Housing Authority. High Point Fire Marshal..."
N54039,lifestyle,lifestylebuzz,Holiday tree arrives at Cleveland's Public Square,"It's beginning to look a lot like Christmas in downtown Cleveland. The Public Square holiday tree arrive Monday morning, meaning crews will spend the day getting it ready for Winterfest. This year's tree was donated by a local family and will serve as the centerpiece for Winterfest, which takes place Nov. 30 on Public Square. That's when the lighting ceremony will take place at 6 p.m., following a full day of fun activities. Click here for more..."
